"year.index","mean","sd","X2.5.","X97.5.","Rhat","n.eff","year","Source","Region"
6,0.303202347013447,0.0559977408587062,0.194297137460238,0.417427380751855,1.00095282645205,4500,2008,"MM.p.w","Asia"
7,0.325355518522625,0.0517968948779423,0.226571099911713,0.428673695397986,1.00074456330048,4500,2009,"MM.p.w","Asia"
8,0.37751260081694,0.0546470202635375,0.271909907541264,0.486552613477825,1.00242895123332,1100,2010,"MM.p.w","Asia"
9,0.243498889763635,0.0478108996611761,0.155743809157439,0.341566708606861,1.00209908526642,1400,2011,"MM.p.w","Asia"
10,0.276720120438395,0.0502498880132079,0.183054384909573,0.381276142399537,1.00564376145833,400,2012,"MM.p.w","Asia"
11,0.279985534050936,0.0477474028678151,0.191690986853021,0.375612754832686,1.00256612684048,1100,2013,"MM.p.w","Asia"
12,0.335131502554059,0.0601499945135373,0.219196059407486,0.456313685189188,1.00111497062626,4400,2014,"MM.p.w","Asia"
13,0.42903584991207,0.0601479136479005,0.315746586795781,0.548214934647696,1.00072796921994,4500,2015,"MM.p.w","Asia"
14,0.315293254420688,0.0468587695210238,0.223822083158306,0.407238961966694,1.00206705969872,1400,2016,"MM.p.w","Asia"
15,0.397399181104089,0.050538118608402,0.298978616617495,0.498122206416377,1.00192280975559,1600,2017,"MM.p.w","Asia"
